CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,POLYGON_WKT
Uşak,Usak,TR,"POLYGON ((29.14335294800003 39.41676357800003, 29.977170452000053 38.84183554300006, 30.008337392000044 38.33886322700005, 29.695759544000055 38.05884062100006, 28.50977893700008 38.501941672000044, 28.43005352600005 38.652675241000054, 28.426221584000075 38.804510521000054, 28.75814256900003 39.32804068000007, 29.14335294800003 39.41676357800003))"
Adapazarı,Sakarya,TR,"POLYGON ((30.271417645000042 42.90390828100004, 31.036241208000035 41.24786683700006, 30.997160189000056 40.517308521000075, 30.167706777000035 40.89150611200006, 30.080808595000065 42.64896797600005, 30.11854921500003 42.82281460400003, 30.271417645000042 42.90390828100004))"
Bursa,Bursa,TR,"POLYGON ((29.375332848000028 40.67472191600007, 29.540358867000066 40.42816738800008, 29.506931954000038 39.817643548000035, 29.14335294800003 39.41676357800003, 28.75814256900003 39.32804068000007, 28.226322715000038 40.46983697700006, 28.29384607800006 40.60302625400004, 29.375332848000028 40.67472191600007))"
Eskişehir,Eskisehir,TR,"POLYGON ((30.992979425000044 40.351448563000076, 31.368854869000074 39.92170269500008, 31.286111609000045 39.28701322100005, 30.440437517000078 39.27078123300004, 30.12676379000004 39.77264190500006, 30.455800149000027 40.27960187800005, 30.992979425000044 40.351448563000076))"
Bilecik,Bilecik,TR,"POLYGON ((30.159497859000055 40.479970611000056, 30.455800149000027 40.27960187800005, 30.12676379000004 39.77264190500006, 29.506931954000038 39.817643548000035, 29.540358867000066 40.42816738800008, 30.159497859000055 40.479970611000056))"
Bolu,Bolu,TR,"POLYGON ((31.036241208000035 41.24786683700006, 32.09647849800007 40.98225497800007, 32.330722184000024 40.48022591500006, 32.232378152000024 40.327271436000046, 31.368854869000074 39.92170269500008, 30.992979425000044 40.351448563000076, 30.997160189000056 40.517308521000075, 31.036241208000035 41.24786683700006))"
Karabük,Zinguldak,TR,"POLYGON ((32.66175031100005 42.99430817000007, 32.930880255000034 42.92584096500008, 33.22302683700008 41.09722672800007, 32.93792115700006 40.606352306000076, 32.330722184000024 40.48022591500006, 32.09647849800007 40.98225497800007, 32.66175031100005 42.99430817000007))"
Lüleburgaz,Kirklareli,TR,"POLYGON ((28.10202726700004 41.88656713800003, 28.29382331000005 41.86589360000005, 28.226048528000035 41.49411046400007, 26.764978189000033 40.95024945800003, 26.92799496400005 41.43551538000003, 28.10202726700004 41.88656713800003))"
Varna,Varna,BG,"POLYGON ((28.540099705000046 43.50100159600004, 29.57385785100007 42.752474102000065, 28.669077637000044 42.27462538700007, 27.40066480400003 43.03571048800006, 27.417393840000045 43.332953014000054, 28.540099705000046 43.50100159600004))"
Manisa,Manisa,TR,"POLYGON ((27.244330896000065 39.32599628500003, 28.426221584000075 38.804510521000054, 28.43005352600005 38.652675241000054, 27.543410314000027 38.186808873000075, 27.52908672800004 38.18729297700003, 27.029106651000063 38.92905132000004, 27.244330896000065 39.32599628500003))"
Istanbul,Istanbul,TR,"POLYGON ((30.11854921500003 42.82281460400003, 30.080808595000065 42.64896797600005, 29.375332848000028 40.67472191600007, 28.29384607800006 40.60302625400004, 28.226048528000035 41.49411046400007, 28.29382331000005 41.86589360000005, 28.669077637000044 42.27462538700007, 29.57385785100007 42.752474102000065, 30.11854921500003 42.82281460400003))"
İzmit,Kocaeli,TR,"POLYGON ((30.080808595000065 42.64896797600005, 30.167706777000035 40.89150611200006, 30.159497859000055 40.479970611000056, 29.540358867000066 40.42816738800008, 29.375332848000028 40.67472191600007, 30.080808595000065 42.64896797600005))"
Afyon,Afyon,TR,"POLYGON ((31.286111609000045 39.28701322100005, 31.643896179000023 38.60162442800004, 31.47988809900005 38.24096059500005, 30.293814586000053 38.26521721100005, 30.008337392000044 38.33886322700005, 29.977170452000053 38.84183554300006, 30.440437517000078 39.27078123300004, 31.286111609000045 39.28701322100005))"
Yozgat,Yozgat,TR,"POLYGON ((34.26741883200003 40.28728399100004, 35.47194395500003 40.05563725700006, 35.786940730000026 39.67189973400008, 35.031463476000056 39.20103564900006, 34.76446623100003 39.22138455500004, 34.17128900700004 39.786478791000036, 34.18059524900008 40.155894328000045, 34.26741883200003 40.28728399100004))"
Kırıkkale,Kinkkale,TR,"POLYGON ((33.241086325000026 40.26891325300005, 34.18059524900008 40.155894328000045, 34.17128900700004 39.786478791000036, 33.095531221000044 38.81300455100006, 33.07425687500006 38.824366489000056, 33.241086325000026 40.26891325300005))"
Konya,Konya,TR,"POLYGON ((32.93907214200004 38.85001594800008, 33.07425687500006 38.824366489000056, 33.095531221000044 38.81300455100006, 33.423232978000044 38.37434183100004, 33.35185062900007 38.06912489200005, 32.00439008200004 36.63124456700007, 31.51964259600004 37.504764039000065, 31.47988809900005 38.24096059500005, 31.643896179000023 38.60162442800004, 32.93907214200004 38.85001594800008))"
Çankırı,Çankiri,TR,"POLYGON ((33.22302683700008 41.09722672800007, 34.305760199000076 40.872926936000056, 34.26741883200003 40.28728399100004, 34.18059524900008 40.155894328000045, 33.241086325000026 40.26891325300005, 32.93792115700006 40.606352306000076, 33.22302683700008 41.09722672800007))"
Kayseri,Kayseri,TR,"POLYGON ((35.786940730000026 39.67189973400008, 35.81113851500004 39.66757366200005, 36.121710620000044 39.455459381000026, 36.62019589300007 38.69328308400003, 35.93939687900007 37.812758633000044, 35.57557021200006 37.848308736000035, 35.16503306000004 38.278893622000055, 35.031463476000056 39.20103564900006, 35.786940730000026 39.67189973400008))"
Amasya,Amasya,TR,"POLYGON ((35.30527745400008 41.15652522800008, 35.916197374000035 41.10719318100007, 36.33443245900003 40.76622116200008, 35.81113851500004 39.66757366200005, 35.786940730000026 39.67189973400008, 35.47194395500003 40.05563725700006, 35.30527745400008 41.15652522800008))"
Zonguldak,Zinguldak,TR,"POLYGON ((31.083979485000043 43.83305238100007, 32.66175031100005 42.99430817000007, 32.09647849800007 40.98225497800007, 31.036241208000035 41.24786683700006, 30.271417645000042 42.90390828100004, 31.083979485000043 43.83305238100007))"
Ankara,Ankara,TR,"POLYGON ((32.93792115700006 40.606352306000076, 33.241086325000026 40.26891325300005, 33.07425687500006 38.824366489000056, 32.93907214200004 38.85001594800008, 32.232378152000024 40.327271436000046, 32.330722184000024 40.48022591500006, 32.93792115700006 40.606352306000076))"
Sinop,Sinop,TR,"POLYGON ((35.779834109000035 43.712001728000075, 36.34960799300006 43.48462142900007, 36.475515879000056 43.36290153400006, 35.20153654400008 41.25123129000008, 34.64358244500005 41.32659038400004, 33.89049946400007 42.953923056000065, 35.779834109000035 43.712001728000075))"
Yalta,Crimea,RU,"POLYGON ((35.34100587000006 44.887680497000076, 35.779834109000035 43.712001728000075, 33.89049946400007 42.953923056000065, 33.58620827100003 42.99074739500003, 33.831683869000074 44.68412575700006, 35.34100587000006 44.887680497000076))"
Corum,Çorum,TR,"POLYGON ((34.64358244500005 41.32659038400004, 35.20153654400008 41.25123129000008, 35.30527745400008 41.15652522800008, 35.47194395500003 40.05563725700006, 34.26741883200003 40.28728399100004, 34.305760199000076 40.872926936000056, 34.64358244500005 41.32659038400004))"
Kastamonu,Kastamonu,TR,"POLYGON ((33.58620827100003 42.99074739500003, 33.89049946400007 42.953923056000065, 34.64358244500005 41.32659038400004, 34.305760199000076 40.872926936000056, 33.22302683700008 41.09722672800007, 32.930880255000034 42.92584096500008, 33.58620827100003 42.99074739500003))"
Buzău,Buzau,RO,"POLYGON ((26.489871621000077 45.78306486000008, 27.387752513000066 45.15122752500008, 26.739531655000064 44.51519705900006, 26.50522149300008 44.74414070000006, 26.297154728000066 45.508539832000054, 26.489871621000077 45.78306486000008))"
Tadmur,Homs (Hims),SY,"POLYGON ((37.696383221000076 35.34158748100003, 38.94258788900004 35.08509176900003, 39.20463489300005 34.945207105000065, 39.54482460400004 34.139782300000036, 38.48806274200007 32.74112052100003, 38.32647231000004 32.788839637000024, 37.88022137200005 33.20294884000003, 37.47264594100005 34.38739151300007, 37.53392747300006 34.92096149900004, 37.696383221000076 35.34158748100003))"
Zrenjanin,Srednje-Banatski,RS,"POLYGON ((20.64868421400007 45.921512524000036, 20.996578115000034 45.167513850000034, 20.182269332000033 45.06787158000003, 20.031141541000068 45.715370747000065, 20.07016281600005 45.75597574000005, 20.64868421400007 45.921512524000036))"
Subotica,Severno-Backi,RS,"POLYGON ((19.278095590000078 46.49495467000003, 19.791301347000058 46.482589422000046, 20.07016281600005 45.75597574000005, 20.031141541000068 45.715370747000065, 19.307284671000048 45.56531454800006, 19.117942877000075 45.92968758200004, 19.278095590000078 46.49495467000003))"
Kecskemét,Bács-Kiskun,HU,"POLYGON ((19.67319090600006 47.48939788100006, 20.133127213000023 46.71936463900005, 19.791301347000058 46.482589422000046, 19.278095590000078 46.49495467000003, 19.068204882000032 46.86752852600006, 19.67319090600006 47.48939788100006))"
Inowrocław,Kuyavian-Pomeranian,PL,"POLYGON ((18.443035225000074 53.17082929000003, 19.166161971000065 52.654618851000066, 18.36045090700003 51.69142808600003, 17.889168219000055 51.76310862500003, 17.783547807000048 51.84028962900004, 17.582821584000044 52.564495202000046, 18.443035225000074 53.17082929000003))"
Novi Sad,Južno-Backi,RS,"POLYGON ((20.031141541000068 45.715370747000065, 20.182269332000033 45.06787158000003, 19.750933899000074 44.45038737500005, 19.572004718000073 44.38724229600007, 19.175247977000026 45.05042716400004, 19.307284671000048 45.56531454800006, 20.031141541000068 45.715370747000065))"
Belgrade,Grad Beograd,RS,"POLYGON ((20.996578115000034 45.167513850000034, 21.193652608000036 45.00915883300007, 21.280604193000045 44.75129139400008, 20.54157125000006 44.33303762400004, 19.750933899000074 44.45038737500005, 20.182269332000033 45.06787158000003, 20.996578115000034 45.167513850000034))"
Reșița,Caras-Severin,RO,"POLYGON ((22.12667169300005 46.07314315100007, 22.560230373000024 45.31143278500008, 21.77789468000003 44.37491505200006, 21.280604193000045 44.75129139400008, 21.193652608000036 45.00915883300007, 21.776497079000023 45.84591154900005, 22.12667169300005 46.07314315100007))"
Timișoara,Timis,RO,"POLYGON ((20.72690340300005 46.09231609900007, 21.776497079000023 45.84591154900005, 21.193652608000036 45.00915883300007, 20.996578115000034 45.167513850000034, 20.64868421400007 45.921512524000036, 20.72690340300005 46.09231609900007))"
Oradea,Bihor,RO,"POLYGON ((22.272299205000024 47.59031740900008, 22.466920668000057 47.33720812200005, 22.549851673000035 46.57900803700005, 22.15728390000004 46.24363683400003, 21.629256093000038 46.603676231000065, 21.41317630900005 47.071868434000066, 22.272299205000024 47.59031740900008))"
Vác,Pest,HU,"POLYGON ((19.368587915000035 48.18369844500006, 19.665416852000078 47.54378277300003, 18.77169447700004 47.70106749200005, 18.610646857000063 48.18369844500006, 19.368587915000035 48.18369844500006))"
Szeged,Csongrád,HU,"POLYGON ((20.133127213000023 46.71936463900005, 20.516387180000038 46.707345444000055, 20.73524291900003 46.21369612900003, 20.72690340300005 46.09231609900007, 20.64868421400007 45.921512524000036, 20.07016281600005 45.75597574000005, 19.791301347000058 46.482589422000046, 20.133127213000023 46.71936463900005))"
Eger,Heves,HU,"POLYGON ((20.305073269000047 48.53200140300004, 20.90232614400003 47.37762513200005, 20.884686489000046 47.36726920700005, 19.965527887000064 47.63138305100006, 20.305073269000047 48.53200140300004))"
Debrecen,Hajdú-Bihar,HU,"POLYGON ((21.221641646000023 47.84022067300003, 22.264539850000062 47.627551237000034, 22.272299205000024 47.59031740900008, 21.41317630900005 47.071868434000066, 20.91309553600007 47.380045230000064, 21.221641646000023 47.84022067300003))"
Tatabánya,Komárom-Esztergom,HU,"POLYGON ((18.38638484300003 48.33561008000004, 18.610646857000063 48.18369844500006, 18.77169447700004 47.70106749200005, 18.744676018000064 47.34958969500008, 18.10707431700007 47.39433371100006, 18.009141342000078 47.505708457000026, 18.112161868000044 48.05587907800003, 18.38638484300003 48.33561008000004))"
Banská Bystrica,Banskobystrický,SK,"POLYGON ((19.500380934000077 49.429981518000034, 20.09183644500007 49.068860296000025, 19.65685043700006 48.60083047300003, 18.632623369000044 48.71549860300007, 19.500380934000077 49.429981518000034))"
Békéscsaba,Békés,HU,"POLYGON ((20.91309553600007 47.380045230000064, 21.41317630900005 47.071868434000066, 21.629256093000038 46.603676231000065, 20.73524291900003 46.21369612900003, 20.516387180000038 46.707345444000055, 20.884686489000046 47.36726920700005, 20.90232614400003 47.37762513200005, 20.91309553600007 47.380045230000064))"
Szolnok,Jász-Nagykun-Szolnok,HU,"POLYGON ((19.965527887000064 47.63138305100006, 20.884686489000046 47.36726920700005, 20.516387180000038 46.707345444000055, 20.133127213000023 46.71936463900005, 19.67319090600006 47.48939788100006, 19.68268700400006 47.52258220300007, 19.965527887000064 47.63138305100006))"
Miskolc,Borsod-Abaúj-Zemplén,HU,"POLYGON ((20.306887764000066 48.909043971000074, 20.454125695000073 48.83383866400004, 21.276360316000023 48.22046728300006, 21.221641646000023 47.84022067300003, 20.91309553600007 47.380045230000064, 20.90232614400003 47.37762513200005, 20.305073269000047 48.53200140300004, 20.306887764000066 48.909043971000074))"
Košice,Košický,SK,"POLYGON ((21.770666573000028 48.885883841000066, 21.731850029000043 48.499495495000076, 21.276360316000023 48.22046728300006, 20.454125695000073 48.83383866400004, 21.770666573000028 48.885883841000066))"
Rzeszów,Subcarpathian,PL,"POLYGON ((21.633929933000047 50.97710078600005, 23.03522787000003 50.296980622000035, 22.61817402500003 49.43580346500005, 21.928044030000024 49.31604889000005, 21.014628583000047 49.96496179400003, 21.633929933000047 50.97710078600005))"
Salgótarján,Nógrád,HU,"POLYGON ((20.09183644500007 49.068860296000025, 20.210881449000055 49.06070001100005, 20.306887764000066 48.909043971000074, 20.305073269000047 48.53200140300004, 19.965527887000064 47.63138305100006, 19.68268700400006 47.52258220300007, 19.665416852000078 47.54378277300003, 19.368587915000035 48.18369844500006, 19.65685043700006 48.60083047300003, 20.09183644500007 49.068860296000025))"
Lublin,Lublin,PL,"POLYGON ((22.205525322000028 52.409691062000036, 22.699920358000043 52.254271921000054, 23.641120968000052 51.00544432400005, 23.639336451000077 50.89066247300008, 23.087292528000035 50.32229304700007, 23.03522787000003 50.296980622000035, 21.633929933000047 50.97710078600005, 21.556490645000054 51.38853556500004, 22.205525322000028 52.409691062000036))"
Zvolen,Banskobystrický,SK,"POLYGON ((18.632623369000044 48.71549860300007, 19.65685043700006 48.60083047300003, 19.368587915000035 48.18369844500006, 18.610646857000063 48.18369844500006, 18.38638484300003 48.33561008000004, 18.35620718000007 48.54869224600003, 18.632623369000044 48.71549860300007))"
Katowice,Silesian,PL,"POLYGON ((19.487247325000055 50.94604472000003, 19.647807485000044 50.90031908000003, 19.373361061000026 49.61301107700007, 18.792016077000028 49.76420812100008, 18.752823656000032 49.83438852900008, 18.808598139000026 50.113281534000066, 19.487247325000055 50.94604472000003))"
Kraków,Lesser Poland,PL,"POLYGON ((19.764594525000064 50.934956664000026, 20.941774098000053 49.94263739500008, 20.210881449000055 49.06070001100005, 20.09183644500007 49.068860296000025, 19.500380934000077 49.429981518000034, 19.373361061000026 49.61301107700007, 19.647807485000044 50.90031908000003, 19.764594525000064 50.934956664000026))"
Kielce,Swietokrzyskie,PL,"POLYGON ((20.322412530000065 51.69712545200008, 21.556490645000054 51.38853556500004, 21.633929933000047 50.97710078600005, 21.014628583000047 49.96496179400003, 20.941774098000053 49.94263739500008, 19.764594525000064 50.934956664000026, 20.322412530000065 51.69712545200008))"
Bytom,Silesian,PL,"POLYGON ((18.71637099800006 51.23891314600007, 19.487247325000055 50.94604472000003, 18.808598139000026 50.113281534000066, 18.71637099800006 51.23891314600007))"
